run,n,cls,epoch,edit,overall,index,type,err_type_only,err_index_only,err_both,typ_break,typ_fix,partner_frac
d63_seed4,63,B,5000,surgical,0.308264,0.314752,0.691358,0.009379,0.553815,0.436806,0.038549,0.042391,0.016340
d63_seed4,63,B,5000,noise_only,0.307970,0.315109,0.687600,0.010316,0.548574,0.441111,0.018938,0.019022,0.018809
d63_seed4,63,B,7000,base,0.312799,0.320043,0.733056,0.010541,0.611549,0.377910,,,
d63_seed4,63,B,7000,surgical,0.312988,0.319791,0.734253,0.009902,0.613184,0.376914,0.032439,0.033636,0.013592
d63_seed4,63,B,7000,noise_only,0.313009,0.320358,0.731922,0.010697,0.609780,0.379523,0.016503,0.015369,0.019066
d63_seed4,63,B,9000,base,0.340766,0.348325,0.800517,0.011466,0.697401,0.291133,,,
d63_seed4,63,B,9000,surgical,0.340955,0.348199,0.799950,0.010991,0.696454,0.292555,0.021227,0.020660,0.029674
d63_seed4,63,B,9000,noise_only,0.340955,0.348513,0.800328,0.011469,0.697027,0.291503,0.010645,0.010456,0.043050
d63_seed5,63,B,3000,base,0.308264,0.316075,0.649849,0.011291,0.493808,0.494901,,,
d63_seed5,63,B,3000,surgical,0.308012,0.315886,0.654447,0.011378,0.500637,0.487985,0.028471,0.033069,0.026549
d63_seed5,63,B,3000,noise_only,0.308243,0.316159,0.650899,0.011443,0.495341,0.493217,0.014130,0.015180,0.020877
d63_seed5,63,B,5000,base,0.319602,0.327349,0.666226,0.011387,0.509443,0.479171,,,
d63_seed5,63,B,5000,surgical,0.319917,0.327727,0.666604,0.011485,0.509771,0.478744,0.023495,0.023873,0.016086
d63_seed5,63,B,5000,noise_only,0.319035,0.326888,0.665071,0.011532,0.508156,0.480313,0.011968,0.010813,0.017273
d63_seed5,63,B,7000,base,0.365016,0.371063,0.723986,0.009523,0.565321,0.425156,,,
d63_seed5,63,B,7000,surgical,0.366024,0.372260,0.724301,0.009836,0.565127,0.425037,0.027652,0.027967,0.011390
d63_seed5,63,B,7000,noise_only,0.365814,0.371924,0.724448,0.009634,0.565504,0.424862,0.012913,0.013374,0.014537
d63_seed5,63,B,9000,base,0.631015,0.631519,0.946082,0.001366,0.853875,0.144759,,,
d63_seed5,63,B,9000,surgical,0.630448,0.631078,0.943626,0.001704,0.847452,0.150844,0.008440,0.005984,0.014925
d63_seed5,63,B,9000,noise_only,0.628538,0.629105,0.946082,0.001526,0.854850,0.143624,0.003443,0.003443,0.024146
d63_seed6,63,B,3000,base,0.302973,0.307256,0.654510,0.006145,0.504338,0.489517,,,
d63_seed6,63,B,3000,surgical,0.303162,0.307445,0.657344,0.006147,0.508271,0.485583,0.037352,0.040186,0.013491
d63_seed6,63,B,3000,noise_only,0.302910,0.307613,0.655959,0.006747,0.506461,0.486793,0.017889,0.019337,0.013361
d63_seed6,63,B,5000,base,0.303414,0.308768,0.649849,0.007686,0.497332,0.494981,,,
d63_seed6,63,B,5000,surgical,0.303288,0.308390,0.651990,0.007323,0.500497,0.492180,0.039746,0.041887,0.015848
d63_seed6,63,B,5000,noise_only,0.303099,0.308348,0.649660,0.007532,0.497289,0.495180,0.018561,0.018372,0.012362
d63_seed6,63,B,7000,base,0.305870,0.310217,0.654762,0.006261,0.502632,0.491107,,,
d63_seed6,63,B,7000,surgical,0.306059,0.310532,0.655644,0.006445,0.503767,0.489789,0.036974,0.037856,0.013629
d63_seed6,63,B,7000,noise_only,0.306080,0.310511,0.653628,0.006384,0.500847,0.492769,0.017826,0.016692,0.009431
d63_seed6,63,B,9000,base,0.310721,0.314437,0.656148,0.005392,0.501142,0.493466,,,
d63_seed6,63,B,9000,surgical,0.310280,0.313933,0.660935,0.005297,0.508402,0.486301,0.031872,0.036659,0.001976
d63_seed6,63,B,9000,noise_only,0.310574,0.314269,0.656945,0.005360,0.502406,0.492234,0.015705,0.016503,0.003825
d63_seed7,63,B,3000,base,0.303603,0.309776,0.651298,0.008864,0.499276,0.491860,,,
d63_seed7,63,B,3000,surgical,0.303918,0.310406,0.651990,0.009320,0.500045,0.490634,0.043399,0.044092,0.023222
d63_seed7,63,B,3000,noise_only,0.303624,0.309650,0.652074,0.008653,0.500377,0.490970,0.018896,0.019673,0.018739
d63_seed7,63,B,5000,base,0.305430,0.312358,0.653628,0.009976,0.501315,0.488710,,,
d63_seed7,63,B,5000,surgical,0.306248,0.313177,0.655959,0.009987,0.504086,0.485927,0.037604,0.039934,0.010050
d63_seed7,63,B,5000,noise_only,0.305367,0.311749,0.655098,0.009189,0.503476,0.487335,0.018309,0.019778,0.019557
d63_seed7,63,B,7000,base,0.311162,0.318090,0.655329,0.010059,0.499634,0.490307,,,
d63_seed7,63,B,7000,surgical,0.311036,0.317964,0.656589,0.010057,0.501554,0.488389,0.036911,0.038171,0.018771
d63_seed7,63,B,7000,noise_only,0.311015,0.318048,0.656778,0.010209,0.501844,0.487948,0.018183,0.019631,0.012673
d63_seed7,63,B,9000,base,0.323633,0.330499,0.670698,0.010151,0.513131,0.476718,,,
d63_seed7,63,B,9000,surgical,0.323129,0.329932,0.671391,0.010050,0.514517,0.475433,0.030549,0.031242,0.030928
d63_seed7,63,B,9000,noise_only,0.323822,0.330604,0.670635,0.010030,0.512901,0.477070,0.014088,0.014025,0.020836
d63_seed8,63,A,3000,base,0.304107,0.309209,0.669060,0.007332,0.524439,0.468230,,,
d63_seed8,63,A,3000,surgical,0.304611,0.310280,0.655014,0.008152,0.503895,0.487953,0.061539,0.047493,0.016377
d63_seed8,63,A,3000,noise_only,0.304212,0.309671,0.668598,0.007846,0.523703,0.468451,0.023495,0.023033,0.017745
d63_seed8,63,A,5000,base,0.306626,0.311224,0.707609,0.006632,0.578307,0.415062,,,
d63_seed8,63,A,5000,surgical,0.306437,0.311287,0.664903,0.006993,0.516847,0.476160,0.085349,0.042643,0.018450
d63_seed8,63,A,5000,noise_only,0.307004,0.311539,0.706496,0.006544,0.576471,0.416985,0.025909,0.024796,0.012186
d63_seed8,63,A,7000,base,0.316012,0.317523,0.894684,0.002210,0.846026,0.151764,,,
d63_seed8,63,A,7000,surgical,0.310028,0.314563,0.652116,0.006573,0.495801,0.497626,0.250693,0.008125,0.016834
d63_seed8,63,A,7000,noise_only,0.311707,0.313324,0.887125,0.002349,0.836008,0.161643,0.026707,0.019148,0.018191
d63_seed8,63,A,9000,base,0.331381,0.331759,0.971655,0.000565,0.957607,0.041828,,,
d63_seed8,63,A,9000,surgical,0.311791,0.317460,0.620559,0.008237,0.448655,0.543108,0.351096,0.000000,0.015788
d63_seed8,63,A,9000,noise_only,0.293525,0.294008,0.962879,0.000684,0.947451,0.051865,0.017574,0.008797,0.011863
d63_seed9,63,B,3000,base,0.304611,0.310847,0.666856,0.008967,0.520924,0.470109,,,
d63_seed9,63,B,3000,surgical,0.304989,0.311224,0.668115,0.008972,0.522476,0.468552,0.038234,0.039494,0.011532
d63_seed9,63,B,3000,noise_only,0.304695,0.310910,0.666226,0.008938,0.519960,0.471102,0.018246,0.017616,0.012525
d63_seed9,63,B,5000,base,0.309083,0.316075,0.684114,0.010119,0.542802,0.447078,,,
d63_seed9,63,B,5000,surgical,0.309839,0.317082,0.687390,0.010496,0.547048,0.442457,0.032439,0.035714,0.015534
d63_seed9,63,B,5000,noise_only,0.308999,0.316243,0.684009,0.010483,0.542706,0.446811,0.015264,0.015159,0.020657
d63_seed9,63,B,7000,base,0.325271,0.331948,0.722474,0.009895,0.588686,0.401419,,,
d63_seed9,63,B,7000,surgical,0.325397,0.332011,0.724175,0.009804,0.591130,0.399066,0.025069,0.026770,0.022613
d63_seed9,63,B,7000,noise_only,0.325061,0.331696,0.722390,0.009830,0.588689,0.401481,0.012073,0.011989,0.016914
d63_seed9,63,B,9000,base,0.391345,0.394621,0.821429,0.005381,0.706613,0.288006,,,
d63_seed9,63,B,9000,surgical,0.391093,0.394558,0.821681,0.005689,0.707148,0.287163,0.013731,0.013983,0.041284
d63_seed9,63,B,9000,noise_only,0.391051,0.394474,0.821450,0.005620,0.706789,0.287591,0.007265,0.007286,0.017445
