run,n,epoch,val,dc_frac,auc_t,m_dc,m_perp
d47_seed0,47,45000,0.1986744261235047,0.08232958857505752,0.9999879990985989,0.8333582313528032,2.0289002787361015
d47_seed0,47,47000,0.23423860329776916,0.08422483605157376,0.99998666566511,0.8318484663427407,2.0744029621357445
d47_seed0,47,49000,0.2772389266084707,0.086530776737185,0.9999924438768957,0.8264003528283289,2.116423740564745
d47_seed0,47,51000,0.33672809569996764,0.088102788372145,0.9999946662660439,0.807242716622909,2.1772276839012843
d47_seed0,47,53000,0.43161978661493694,0.09131777654653195,0.9999951107438737,0.7793888960134976,2.2553602268581927
d47_seed0,47,55000,0.5895570643388296,0.09808364464537403,0.9999719978967309,0.7239984493643123,2.3345060047446924
d47_seed0,47,57000,0.8134497251859036,0.10342465382557553,0.999891547409561,0.644170298121924,2.449532028209113
d47_seed0,47,59000,0.9967668929841578,0.12051963015208857,0.9999719978967309,0.59865041103141,2.491218405021868
d47_seed0,47,61000,1.0,0.12311247648091982,1.0,0.6314280848083921,2.654498456407639
d47_seed0,47,63000,1.0,0.12488750207363294,1.0,0.632469664859626,2.6701561413623933
d47_seed0,47,65000,1.0,0.14130485157039477,1.0,0.5986978388648413,2.3501330940784864
d47_seed0,47,67000,1.0,0.15245740214588593,1.0,0.6235671784235993,2.2486950981350424
d47_seed0,47,69000,1.0,0.1703388870617646,1.0,0.6992976014162826,2.322738472635005
d47_seed0,47,71000,1.0,0.16681101747214672,1.0,0.6555882308802901,2.27485689493083
d47_seed0,47,73000,1.0,0.15629624329004826,1.0,0.6385014961717292,2.1761054632183017
d47_seed0,47,75000,1.0,0.1568594887348903,1.0,0.6684264700840002,2.2219551581627113
d47_seed0,47,77000,1.0,0.16277037233393188,1.0,0.665137433291689,2.157045414725191
d47_seed0,47,79000,1.0,0.15966957572360424,1.0,0.6337634346601738,2.16131243462432
d47_seed0,47,-1,1.0,0.12663378723066282,1.0,0.6271163245693313,2.522492322166689
d47_seed1,47,1000,0.0022631749110895573,0.02357521085071374,0.5415833455935135,0.019536487508477342,0.5301153680510488
d47_seed1,47,2000,0.0025864856126737797,0.02572064122349967,0.5572614120793962,0.027173518135930348,0.5961821280949879
d47_seed1,47,3000,0.004203039120594891,0.027363124805953654,0.5803924828131535,0.0361644893058688,0.6210120326798759
d47_seed1,47,4000,0.0072744907856450046,0.03220678077807385,0.6112183537341249,0.05263398658858393,0.6659145858448758
d47_seed1,47,5000,0.007436146136437116,0.03941220068988498,0.6846398685056788,0.09356754234714583,0.704781231326484
d47_seed1,47,6000,0.011639185257032008,0.05426610841985642,0.8794927263425564,0.27363208227669017,0.7103510461222333
d47_seed1,47,7000,0.01697381183317168,0.0676202598167212,0.9498606784242906,0.4445421118372633,0.7180783650227088
d47_seed1,47,8000,0.020530229550598123,0.07322185351431137,0.9598840979611357,0.5017738706684481,0.6964246146956937
d47_seed1,47,9000,0.024409957969608796,0.08110376765186023,0.9615211098078034,0.5958835843492645,0.7797999370269563
d47_seed1,47,10000,0.028289686388619464,0.08175540355037891,0.96129798193731,0.5696965543890146,0.8156286722340182
d47_seed1,47,11000,0.03330100226317491,0.08133743215212988,0.9684034045223842,0.6122662164524819,0.8285133957747806
d47_seed1,47,13000,0.04655674102812803,0.07774537236979083,0.9842441498939254,0.6826600555757549,0.9176777241422459
d47_seed1,47,15000,0.06563207242159716,0.0844066580771297,0.9999813319311539,0.7818647253040596,0.9984995767133672
d47_seed1,47,17000,0.08389912706110572,0.08616948402346862,1.0,0.7806996973565404,1.088230889016531
d47_seed1,47,19000,0.11720012932428063,0.08906724205593525,1.0,0.7764226280195384,1.1610427398722216
d47_seed1,47,21000,0.15098609763983187,0.09059184100741946,1.0,0.8035405463218158,1.2486054226332277
d47_seed1,47,23000,0.18558034270934368,0.0907328449036851,1.0,0.7442896136870313,1.3960770914485285
d47_seed1,47,25000,0.23149046233430326,0.0896550151022235,1.0,0.6985416523775739,1.4992341874066273
d47_seed1,47,27000,0.27643064985451016,0.09093194009190352,1.0,0.6556996647008586,1.584645656816299
d47_seed1,47,29000,0.3333333333333333,0.09207697463021736,1.0,0.598402718062085,1.646085488786494
d47_seed1,47,31000,0.3879728419010669,0.09498785653051454,1.0,0.5544180748891732,1.6848577771280804
d47_seed1,47,33000,0.45311994827028773,0.09937135377215506,1.0,0.5201260977070262,1.715043840660254
d47_seed1,47,35000,0.5193986420950534,0.1042236974680946,1.0,0.4924527825147011,1.741739353328711
d47_seed1,47,37000,0.6068541868735855,0.10987633929183745,1.0,0.46632671264380626,1.7280405606528444
d47_seed1,47,39000,0.7832201745877788,0.11747994981290415,1.0,0.43105033765285894,1.6863618007935335
d47_seed1,47,41000,0.9763983187843518,0.1349002860059726,1.0,0.35406523429891973,1.5235855226879373
d47_seed1,47,43000,0.9967668929841578,0.153319220966799,1.0,0.2742769258658079,1.5454377220612936
d47_seed1,47,45000,1.0,0.12756275830237332,1.0,0.28586025005671817,1.5306814269906757
d47_seed1,47,47000,1.0,0.1490554866332693,1.0,0.25143770341390187,1.5399920459482237
d47_seed1,47,49000,1.0,0.13085199765087,1.0,0.2378035351234016,1.5744517970908785
d47_seed1,47,51000,1.0,0.12241053311887527,1.0,0.25620287422924054,1.4846948280125576
d47_seed1,47,53000,1.0,0.13607334578325914,1.0,0.2628745861648863,1.5548678569089867
d47_seed1,47,55000,1.0,0.1329140341529875,0.999997333133022,0.2565632459879971,1.4943665089173246
d47_seed1,47,57000,1.0,0.11756224282447109,1.0,0.2308241862712543,1.4937090425130295
d47_seed1,47,59000,1.0,0.1407050242602677,1.0,0.24920091899761898,1.5328969816537092
d47_seed1,47,61000,1.0,0.12256843454846301,1.0,0.24215544355389693,1.5140936706697916
d47_seed1,47,63000,0.9988684125444552,0.1555022863117942,1.0,0.2683041914772504,1.510502353917195
d47_seed1,47,65000,1.0,0.13454747889085594,1.0,0.25713158171178085,1.5691965572638946
d47_seed1,47,67000,0.9991917232460394,0.13592643139878344,1.0,0.23749024933507773,1.5891704242799303
d47_seed1,47,69000,1.0,0.12848752231580213,1.0,0.24985308614800236,1.6605634911388785
d47_seed1,47,71000,1.0,0.14474977742941603,1.0,0.24057488335008406,1.6480277340385145
d47_seed1,47,73000,1.0,0.13377948336116352,1.0,0.27116939698141673,1.690157295389295
d47_seed1,47,75000,1.0,0.12758977537579336,1.0,0.2163933846165415,1.6399467458414811
d47_seed1,47,77000,1.0,0.13867723740615373,1.0,0.2608080420135127,1.6164712999644895
d47_seed1,47,79000,1.0,0.1325670585415568,1.0,0.2320545018818709,1.542826641185352
d47_seed1,47,-1,1.0,0.14643086747063183,1.0,0.29218370844188085,1.5745183459291305
d47_seed2,47,1000,0.003556417717426447,0.022083008258531614,0.5487505505969115,0.026806343632397,0.4763896268226997
d47_seed2,47,2000,0.004364694471387003,0.024944861706797463,0.5556732927939921,0.03193479932805778,0.5416022233367036
d47_seed2,47,3000,0.005496281926931782,0.024961846362499093,0.5627124881824457,0.03925453685016842,0.5520977863678368
d47_seed2,47,4000,0.00662786938247656,0.026010053326723605,0.5745373763629357,0.04570515953531627,0.6022626312062538
d47_seed2,47,5000,0.008082767539605561,0.024544554840878533,0.5839291929038225,0.04368471817166473,0.6748574292968488
d47_seed2,47,6000,0.008567733591981895,0.025453425406552294,0.5872796667838607,0.04501098070965184,0.7082478149453033
d47_seed2,47,7000,0.01212415130940834,0.027654400025049354,0.595256710392914,0.05152511227217877,0.7141275423373642
d47_seed2,47,8000,0.014387326220497898,0.029240373105473526,0.6158315891282501,0.06375689176561603,0.7866962740168977
d47_seed2,47,9000,0.015195602974458454,0.03296194708083603,0.6357228609615566,0.073959767061898,0.8227625092388247
d47_seed2,47,10000,0.020691884901390237,0.04162668407519962,0.6733581322330433,0.09564484994172691,0.857383338544773
d47_seed2,47,11000,0.02554154542515357,0.04966876698373672,0.7240166039138051,0.12997977627274088,0.9231706300417555
d47_seed2,47,13000,0.041868735855156804,0.07320462746522555,0.933096308122699,0.3996510218812683,1.0117517453558527
d47_seed2,47,15000,0.06029744584545749,0.08546825202963636,0.9987332381854459,0.695062318730638,1.0485774735189453
d47_seed2,47,17000,0.08373747171031361,0.08877587632638613,0.9999733313302199,0.7638757739236534,1.1172939016525003
d47_seed2,47,19000,0.10281280310378274,0.08668298128140438,0.9999955552217034,0.805499384726496,1.2473719826068348
d47_seed2,47,21000,0.12948593598448108,0.08909439893879102,0.9999991110443407,0.8128505348317725,1.3315630319017064
d47_seed2,47,23000,0.15551244746201098,0.0914573157562217,1.0,0.8160748127427232,1.4076040863393176
d47_seed2,47,25000,0.1813773035887488,0.09558655917310724,0.9999995555221703,0.8228320786170307,1.4686382904089974
d47_seed2,47,27000,0.2132234076947947,0.09962893695698172,0.9999946662660439,0.8211618258170432,1.5329983657974469
d47_seed2,47,29000,0.25088910442935664,0.10175181143133573,0.999990665965577,0.8001362266433745,1.6095937054732417
d47_seed2,47,31000,0.28629162625282895,0.10237537142347768,0.9999951107438737,0.7808204996061753,1.6996335758432433
d47_seed2,47,33000,0.32234076947946977,0.10261180926000897,0.9999964441773627,0.7621094413225237,1.775687737076376
d47_seed2,47,35000,0.35531846104106046,0.10376435250888363,0.9999915549212363,0.7562112185814022,1.8393959706502367
d47_seed2,47,37000,0.4180407371483996,0.10659432403584675,0.999995999699533,0.7642070333581784,1.9145426275137076
d47_seed2,47,39000,0.4943420627222761,0.10892069774246045,0.999998666566511,0.7457545548539471,2.048613455499946
d47_seed2,47,41000,0.6301325573876495,0.11117839322242296,0.9999995555221703,0.7172924156768941,2.229402409481397
d47_seed2,47,43000,0.7997090203685742,0.11484841358816622,0.9999995555221703,0.6570116844029428,2.392381585832662
d47_seed2,47,45000,0.9212738441642419,0.11800366704348066,0.9999871101429396,0.5396136869981635,2.453795391769806
d47_seed2,47,47000,0.965244099579696,0.11864443003449274,0.9999479960939288,0.44901509164041076,2.369999998528035
d47_seed2,47,49000,0.9760750080827676,0.12031681720914449,0.999997333133022,0.3979785297694692,2.3226304502491817
d47_seed2,47,51000,0.9574846427416748,0.12941463507045511,1.0,0.42776898579720773,2.2924988726884306
d47_seed2,47,53000,0.9817329453604914,0.1297477711916464,1.0,0.35980004521505515,2.2613108739342485
d47_seed2,47,55000,0.9739734885224701,0.1168259863299846,1.0,0.42895755331589147,2.289181914638142
d47_seed2,47,57000,0.9856126737795021,0.1274236400208462,1.0,0.3457579681115849,2.2251445830489605
d47_seed2,47,59000,0.9838344649207889,0.12456810896378946,1.0,0.3470739305247386,2.22918384091058
d47_seed2,47,61000,0.9830261881668283,0.10865979816556003,1.0,0.3756103940245196,2.1420295249111976
d47_seed2,47,63000,0.9814096346589072,0.1110618704744857,1.0,0.41565202252831795,2.193682144967189
d47_seed2,47,65000,0.9818946007112835,0.12589559529591585,1.0,0.45332224615260824,2.1909959902744474
d47_seed2,47,67000,0.9754283866795991,0.11556996439271074,1.0,0.43553900750652214,2.1936184160917187
d47_seed2,47,69000,0.9775299062398966,0.12880360025158472,1.0,0.4581258177160756,2.225251566726893
d47_seed2,47,71000,0.9755900420303912,0.12431003692190293,1.0,0.4530711014608625,2.215588513599339
d47_seed2,47,73000,0.9823795667636599,0.12142165475299396,1.0,0.3881563799576064,2.1318968342915725
d47_seed2,47,75000,0.9804397025541546,0.10999112829140142,1.0,0.40814923912532003,2.1786463516300083
d47_seed2,47,77000,0.9788231490462335,0.11091407335930056,1.0,0.40551443956836153,2.115357487003784
d47_seed2,47,79000,0.9770449401875202,0.10814278442355367,1.0,0.4036555435924479,2.1259570559611554
d47_seed2,47,-1,0.9692854833494988,0.12925700102360202,1.0,0.34238275515891975,2.1693437338847494
d47_seed3,47,1000,0.0040413837698027805,0.0534555549281688,0.8312095441835409,0.2513780810463924,0.5245247005686747
d47_seed3,47,2000,0.007597801487229227,0.06427731023698738,0.9673064332387633,0.5286072326752294,0.5936348927386206
d47_seed3,47,3000,0.010830908503071451,0.06346981393593194,0.9980994128003392,0.740148046479572,0.611904480547517
d47_seed3,47,4000,0.012609117361784675,0.06329587341231524,0.9996621968494522,0.8209662228804827,0.694729877942443
d47_seed3,47,5000,0.014710636922082122,0.06415936347982723,0.999867545606759,0.9164509247956257,0.7216729212990106
d47_seed3,47,6000,0.014225670869705788,0.0668372289955059,0.9999333283255498,0.9122429465204644,0.8343664475343848
d47_seed3,47,7000,0.01697381183317168,0.06783857625857471,0.9999857767094507,0.9288841398720064,0.8946158040862939
d47_seed3,47,8000,0.018913676042677012,0.07104082165923434,0.9999955552217034,0.9393948645476233,1.0151606858187305
d47_seed3,47,9000,0.024894924021985128,0.07092594373106899,1.0,0.9518942764057035,1.1180260446499155
d47_seed3,47,10000,0.027319754283866796,0.07139436786814712,1.0,0.9168451519064109,1.230648995502328
d47_seed3,47,11000,0.03281603621079858,0.07257801669752517,0.9999964441773627,0.9217215085160521,1.3005265612749894
d47_seed3,47,13000,0.0475266731328807,0.07401322481474819,0.9999835543203023,0.9122680544913417,1.4079267030279674
d47_seed3,47,15000,0.06175234400258649,0.0756944618711703,0.9999942217882143,0.9002315196407673,1.5035162342216355
d47_seed3,47,17000,0.07613967022308439,0.0769368506608306,0.9999844432759616,0.8814918218198852,1.6059126323133932
d47_seed3,47,19000,0.09893307468477207,0.07721323907840562,0.9999862211872803,0.8666547735052388,1.7108096927756948
d47_seed3,47,21000,0.1356288393145813,0.07768345097599841,0.9999982220886813,0.8404438750913421,1.8406852375327365
d47_seed3,47,23000,0.16779825412221144,0.07984078118744521,0.9999875546207693,0.8292905871948147,1.9417967479868656
d47_seed3,47,25000,0.20012932428063368,0.08148901261531363,0.9999937773103846,0.8149929016704105,2.022842043335576
d47_seed3,47,27000,0.22825735531846103,0.08366454572136536,0.9999822208868133,0.8003728553203194,2.084696265505465
d47_seed3,47,29000,0.2609117361784675,0.08633817866247637,0.9999897770099176,0.7965710349423316,2.1325154507886146
d47_seed3,47,31000,0.29615260265114773,0.08933975570532435,0.9999897770099176,0.801993922852981,2.139918902332732
d47_seed3,47,33000,0.33090850307145164,0.09196774346263523,0.999991999399066,0.798616279555624,2.1631687245863076
d47_seed3,47,35000,0.3621079857743291,0.09494243547122985,0.9999928883547253,0.7937360921165019,2.184748449165499
d47_seed3,47,37000,0.40850307145166503,0.09717770281341677,0.9999955552217034,0.7780015418738638,2.214443528351218
d47_seed3,47,39000,0.44261235046880054,0.09835346432163485,1.0,0.7458427975955116,2.2745091592409103
d47_seed3,47,41000,0.498545101842871,0.1006427780127909,0.999995999699533,0.7408845066698797,2.326833066059905
d47_seed3,47,43000,0.5806660200452635,0.10274872769734211,0.9999773316306869,0.7291120666478096,2.3954265758744415
d47_seed3,47,45000,0.744099579696088,0.10851804800919566,0.9999582190840112,0.6897877105518779,2.454195575670603
d47_seed3,47,47000,0.949078564500485,0.12486769567681096,0.9998488775379129,0.6272410257535128,2.333407714566509
d47_seed3,47,49000,0.9925638538635629,0.12554065738220777,0.9999995555221703,0.5593953199640024,2.4428631741629516
d47_seed3,47,51000,0.9995150339476236,0.12988013951607646,1.0,0.5387107468276778,2.567934277730892
d47_seed3,47,53000,1.0,0.12931277649676487,1.0,0.5138273313739062,2.5737071161172667
d47_seed3,47,55000,0.9951503394762367,0.1430289332933717,1.0,0.5714836966520301,2.7191995649107477
d47_seed3,47,57000,0.9995150339476236,0.1385239199329221,1.0,0.5370905850165676,2.4654572725223614
d47_seed3,47,59000,0.9998383446492078,0.13090802389962217,1.0,0.5238982919618708,2.5171441356717144
d47_seed3,47,61000,1.0,0.1396133662326557,1.0,0.5029261184697862,2.5119328672915846
d47_seed3,47,63000,0.9998383446492078,0.14266657835034488,1.0,0.5566992146392038,2.46611750603076
d47_seed3,47,65000,0.9993533785968316,0.13606713449596258,1.0,0.5293992642145922,2.4826057741270553
d47_seed3,47,67000,0.9998383446492078,0.12566404190557875,1.0,0.5085168725532078,2.520892287614143
d47_seed3,47,69000,0.9906239896540575,0.1313250695842458,1.0,0.5597844757401417,2.7789283196159658
d47_seed3,47,71000,0.9996766892984158,0.12891074030835967,1.0,0.5350694670395894,2.4772674069462073
d47_seed3,47,73000,1.0,0.11812595873889155,1.0,0.5313331481455734,2.39279850489583
d47_seed3,47,75000,1.0,0.11805447708473749,1.0,0.5038051477113942,2.5892248713582493
d47_seed3,47,77000,1.0,0.12879287224938576,1.0,0.5795189851993178,2.497318125361813
d47_seed3,47,79000,0.9998383446492078,0.12068550928098343,1.0,0.5171098811772991,2.441828307717793
d47_seed3,47,-1,1.0,0.13260154758211357,1.0,0.520853872816501,2.5698102895174335
d47_seed4,47,1000,0.001454898157129001,0.020061606662105554,0.5415500097562883,0.022369229051514585,0.4363013929901168
d47_seed4,47,2000,0.0012932428063368898,0.02013420408838082,0.5434723763696029,0.024585403010969262,0.48249837816562074
d47_seed4,47,3000,0.0025864856126737797,0.019924352300672795,0.5449284857395955,0.023131109220640572,0.5231128669337771
d47_seed4,47,4000,0.0032331070158422245,0.02233834023336246,0.5477958122187845,0.0286826717243755,0.5519004404699455
d47_seed4,47,5000,0.0033947623666343357,0.021875441314642856,0.5460899063085183,0.029871188574426118,0.583081943579996
d47_seed4,47,6000,0.004364694471387003,0.01826147919313958,0.5513414118660468,0.027212521132952677,0.6362981917367633
d47_seed4,47,7000,0.004203039120594891,0.018387488412103588,0.5531419915540323,0.028076868646815963,0.6683585840652488
d47_seed4,47,8000,0.005172971225347559,0.01943917563062318,0.5567240383833275,0.029833431755498598,0.7119016677884595
d47_seed4,47,9000,0.005496281926931782,0.02163388946320907,0.5481842858419144,0.029686196199803404,0.6963361317333524
d47_seed4,47,10000,0.0056579372777238925,0.01955934919575522,0.5521090250778836,0.028561679206267825,0.7658617502964404
d47_seed4,47,11000,0.0072744907856450046,0.01554126196797828,0.5546554385640522,0.027010199952548383,0.7885237475254913
d47_seed4,47,13000,0.009052699644358229,0.016677397118687515,0.5463361470261544,0.023605280742239023,0.8624555604793895
d47_seed4,47,15000,0.014225670869705788,0.014471758939581109,0.53927117192358,0.02141927857388041,0.9312889298440242
d47_seed4,47,17000,0.019398642095053348,0.013012194769790025,0.5277116370074019,0.022309562416748824,0.978420797591719
d47_seed4,47,19000,0.030714516650501133,0.008898774483332404,0.5324999966664162,0.023746185408021488,1.107014612079316
d47_seed4,47,21000,0.05657937277723893,0.008613712061853254,0.5225819183752024,0.015763063891277112,1.2453829138467347
d47_seed4,47,23000,0.12609117361784675,0.008055396292004767,0.5210418026954025,0.021603505746624462,1.5096683738289587
d47_seed4,47,25000,0.2592951826705464,0.00815767186226454,0.5222210023775119,0.03583191736942338,1.7017235816196656
d47_seed4,47,27000,0.45829291949563533,0.009034993150452494,0.5147466631938132,0.06233977183221404,1.8064066757792159
d47_seed4,47,29000,0.7010992563853864,0.012042700411528355,0.5105867951859495,0.06653171001926712,1.98854071486257
d47_seed4,47,31000,0.8931458131264145,0.012614040853324437,0.5097471765657065,0.03934539185143032,2.2794737409144514
d47_seed4,47,33000,0.9612027158098934,0.0137130750053456,0.5149724579312847,0.04554613193793242,2.3406000469715154
d47_seed4,47,35000,0.9802780472033624,0.015329941369663367,0.506600718009486,0.06105686088750061,2.261512218708612
d47_seed4,47,37000,0.9930488199159392,0.010615469622581617,0.5053721812882834,0.08828021544001861,2.1624230790117656
d47_seed4,47,39000,0.9957969608794051,0.009691859994634705,0.500901178799652,0.09442306950519139,2.1613195404995866
d47_seed4,47,41000,0.9991917232460394,0.005618154406524914,0.5122780333278366,0.0448378554036569,1.9406887309844554
d47_seed4,47,43000,0.9993533785968316,0.006629866222847156,0.5079785992814572,0.032738814116069534,1.8499525842374342
d47_seed4,47,45000,1.0,0.0064580953801178335,0.5035098191819741,0.03215619016484604,1.7461458747563392
d47_seed4,47,47000,1.0,0.005535266440264038,0.5040814176709273,0.0068044116514402,1.7212596527276145
d47_seed4,47,49000,1.0,0.006180220587373503,0.5003384698672922,0.07114270976665274,1.5881967809741713
d47_seed4,47,51000,0.9998383446492078,0.007536978730631317,0.5033600301533759,0.06151674890039736,1.6171457110789567
d47_seed4,47,53000,0.9993533785968316,0.005379804566434449,0.500372250182347,0.05498594645734632,1.6886112040871126
d47_seed4,47,55000,1.0,0.007235801674836338,0.5045165614661723,0.02554739098900165,1.5653342755935633
d47_seed4,47,57000,1.0,0.005495551220534222,0.5004984818859728,0.01948056721584099,1.5536871075022531
d47_seed4,47,59000,1.0,0.008359482907608155,0.5020079285955257,0.09664608516512961,1.5481135152303225
d47_seed4,47,61000,1.0,0.00840198044952043,0.5024364052233257,0.030506870030590535,1.6484494988675245
d47_seed4,47,63000,1.0,0.00811044595744474,0.5027399835809889,0.06839835768234408,1.556455341784391
d47_seed4,47,65000,1.0,0.0083120571583662,0.5006740506286916,0.04631952291259902,1.5668939729281883
d47_seed4,47,67000,1.0,0.011244716447388482,0.5021999430179422,0.029327126338021814,1.4784352053811913
d47_seed4,47,69000,1.0,0.008389318043949885,0.5035867138465067,0.06857391207213785,1.5311128836590906
d47_seed4,47,71000,1.0,0.009267108027316371,0.5093542581642798,0.030365602401831674,1.5304310742711216
d47_seed4,47,73000,0.9998383446492078,0.009822894198791092,0.5127402902706915,0.021924421454801214,1.4755196255811953
d47_seed4,47,75000,0.9998383446492078,0.009928534457882358,0.5064744863058603,0.05835746585567961,1.4154570783680283
d47_seed4,47,77000,1.0,0.014441044826339622,0.5037316136189784,0.10490612987498817,1.4398046017105852
d47_seed4,47,79000,1.0,0.011136484578491092,0.5009571830061903,0.041455550645199186,1.615734159108981
d47_seed4,47,-1,1.0,0.00618462362289919,0.5051766110432294,0.0292381471873632,1.7701173518894608
d47_seed5,47,1000,0.0022631749110895573,0.026615639075154785,0.5722300919491287,0.03533089760673662,0.5298289226085047
d47_seed5,47,2000,0.002909796314258002,0.028963673991094438,0.5964310208188971,0.046406985205255276,0.6021846262418982
d47_seed5,47,3000,0.004688005172971225,0.03450596850300794,0.6184691205695005,0.06220979382331315,0.6245263761117316
d47_seed5,47,4000,0.0038797284190106693,0.03827297713028402,0.6491065328906926,0.07964018366832659,0.6620180106213382
d47_seed5,47,5000,0.005496281926931782,0.04235296969914089,0.7057023394201609,0.1092895810498159,0.6905294619314901
d47_seed5,47,6000,0.008244422890397672,0.052985457189627674,0.7978763738254118,0.19565202427243988,0.7326786731938734
d47_seed5,47,7000,0.010022631749110895,0.06651727338749155,0.9241120777516177,0.3884813672741886,0.7691075702253265
d47_seed5,47,8000,0.018105399288716458,0.07132061189680577,0.9955632223042531,0.6392205032450561,0.761329809158282
d47_seed5,47,9000,0.02133850630455868,0.07626349630715192,0.9998288760355778,0.8417536755761692,0.8161159493057772
d47_seed5,47,10000,0.02651147752990624,0.07414718789780582,0.9998368766365118,0.7855823188005221,0.870089514266585
d47_seed5,47,11000,0.03216941480763013,0.07710703679080391,0.999995999699533,0.9143308251414255,0.8928137720179805
d47_seed5,47,13000,0.04057549304881992,0.07751735610513982,1.0,0.8812186519219297,0.9926280890591669
d47_seed5,47,15000,0.05609440672486259,0.07670535203886614,1.0,0.8783697523901626,1.0604503040805646
d47_seed5,47,17000,0.07339152925961849,0.08246602692568716,1.0,0.8857088016867416,1.1457137364418588
d47_seed5,47,19000,0.09521500161655351,0.08459400651681058,1.0,0.8715225735800352,1.2165145520794758
d47_seed5,47,21000,0.12221144519883609,0.08484424180213211,1.0,0.8641688853580596,1.301173249712092
d47_seed5,47,23000,0.16391852570320078,0.08594511525929072,1.0,0.846845271929786,1.4130443202777436
d47_seed5,47,25000,0.20950533462657614,0.0892489331243246,1.0,0.8333610694540691,1.5411073356334648
d47_seed5,47,27000,0.27804720336243127,0.09453371056788827,1.0,0.8212775484924908,1.6816747238317906
d47_seed5,47,29000,0.3525703200775946,0.09905636288558942,1.0,0.7861651005611666,1.8278373168356201
d47_seed5,47,31000,0.4182023924991917,0.1035021015871201,1.0,0.75328775441575,1.9050225102083405
d47_seed5,47,33000,0.4655674102812803,0.10856333950501075,0.9999977776108516,0.7223667018392882,1.9356028350183412
d47_seed5,47,35000,0.5024248302618817,0.1138580626637756,0.9999955552217034,0.6994607996022091,1.9472985853987879
d47_seed5,47,37000,0.5316844487552538,0.11865539352468968,0.9999915549212363,0.6737655559699071,1.9393048899227174
d47_seed5,47,39000,0.5423537019075332,0.12054493036500573,0.9999586635618408,0.6557062962960951,1.9362136796281275
d47_seed5,47,41000,0.5546395085677336,0.12093357821254087,0.9999346617590388,0.6323653116793747,1.9360557812620327
d47_seed5,47,43000,0.565470417070805,0.12202421701013526,0.9999159936901927,0.6153259510741949,1.9318284544361055
d47_seed5,47,45000,0.5746847720659554,0.12165373693370725,0.9998999924883247,0.6043397312443167,1.9405290176706715
